president names,schools
e pres agric and foresty . . dr. louis n. wise ,ississippi st university . | 
president . dr. earnest a. boir. s ,miss valley state college 
4 president . dr. mckinley nelson ,natchez junior college 
f presidet . huarold t white ,: northeast miss jr college . | 
president . mr. reese d. mclendon ,
president . marvin r. white ,pearl river jr college 
president . a. l johnson ,prentiss norm-indus inst 
chief execitive officer . me. george h. gulley jr. ,reformed theological sem .- 
president . dr. william a. mcmillan contr ,rust college soom ve 
president . r. arenia c. mallory cour ,
president . hubert t. huddleston enrolin ,
president .| dr. william d. mccain ,
! president . j. louis stokes ,utica junior college 
| h president . . mv. b. f. gerald ,whitworth college 
president . dr. james r. noonkester ,william carey college 
president . dr. felix a. sutphin ,wood junior college . 
president . st. olive l. dallavis ,avila college | 
"president . rev. roger j, andrus ",calvary bible college sg . 
rector . v rev ignatius m. melito ,cardinal glennon college 
president . philip crouch ,central bible college 
president . c. l foster ,central inst technology 
president . harotd p. hamilton ,central methodist college 
president .]j warren c. lovin ger ,central mo state college 
president . w. merle hill ,columbia college 
president . john h. tietjen ,concordia seminary | 
president . dr. jon d. hondru m ,cottey college - 
presidant . dr. robert g. rayburn ,covenant theological sem 
president . dell reed ,crowder college 
president . dr. fred helsabeck ,culver-stockton college 
president . dr. william e. everheart ,drury college . s 
president . d. donald d. shock ,
president . dr. robert t. fauth ,eden theological seminary on 
president . . dr. j. robert ashcroft ,evangel college s 
president . sr. roberta schmidt ,fontbonne college 
president . dr. richard a. stumpe ,harris teachers college 
rector and president . rev. david clements ,
president . . dr. b. ray henry ,jefferson college 
president . me. william d. hatley & ,*longview cmty college | 
president . dr. john m. gazda ,*magple woods cmty college { 
president . dr. thomas m. law ,*penn valley cmty college 
president . john w. lottes ,kansas city art institute 
president . dr. rudolph s. bremer ,
. president . dr. joseph b. black jr ,
i president rector . rev. anthony j. falangs ,be kenrick seminary 
si president . dr. moris m. thompson ,kirksvl college osteo med | 
president . dr. walter c. daniel ,lincoln university 
president . mr. john a. brown ,the lindenwood colleges | 
president . dr. thomas fischer ,~~ marillac college 
president . sr. harriet k switz ,maryvl college sacred hrt 
president . dr. millard j. berqui ,midwestern bapt theol sem 
president . richard p. cast ,mineral area college | 
president . my. frank b. kelk ,mo bapt college cen off | 
n president . dr. frank b. mllogg ,: *mo bap? college snt louis 
president . dr. leon c. billingsly ,> missouri souther college 
et president . . dr. w. l tompkins ,6 missouri valley college | 
superintendent . mr. william e. cl ,y missouri westem college . 
president . dr. william m. greathot ,nazarene theological sem 
president . dr. charles j. mlccl. ,northeast mo st college 
president . dr. robert p. fos ,northwest mo st college 
president . st. m. francis b. stauder ,notre dame college 
am president . rev. maurice e. van ackeren ,4+ park college 
president . mr. raymond j. stith ,“ snt lu city-co jc cen of 
president . dr. ralph h. lee ,*forest park cmty college 
president . dr. glynn e. clark ,*meramec community college . 
president . mr. charles c. rabe ,snt louis college of phar ee 
president . john p. blake jr. ,saint lovis inst of music 
president . rev. paul c. reinert ,saint louis u central off 
ean . afr. loot ,*snt lu. u pk c aeron techn : 
president . sr. rose agnt ,
president . rev. cord ,saint mary’s sem college 
| president . woh ,saint paul’s college 
presidt . dr. don ,snt paul sch of theology 
president . dr. m. graham clark ,
presideat . . dr. mork f. scully ,southeast mo st college 
president . fred e. davis ,coordinator of financlal ams . mr. j. h wiseman 
president . seymour a. smith ,stephens college | 
president . dr. eldon e. breazier b ,tarkio college co 
president . dr. h. tudor westover ,aread tt wlirle aec wip viii prts £ % acnaaasls tea. sst bari opvm l.rrarl we* suas e eri mmmgiin mpmmtbe.cal ar + 2 vrs. elitr. mop = of} .n p .q wl-amedilaer. § 
resident . w iam k. ray 4 ,trenton junior college 
hur.o.pt. sp.w. ted. vet. d. ,j of missouri cen office | 
chancellor . james c. ol ,*u of missouri-kansas city 
chancellor . meri bal ,*u of missouri-rolla 
rey chancelior . . . glen r. driscoll ,doon collage arts and science . murfeld q. full 
20 pt. sp. sw. ted. it. ,washington university 
"affiliation—presbyterian, u.s. ",
president . robert l d. davidson ,westminster college 
. president . dr. thomas s. field ,] william jewell college 
: president . dr. randalt b. cutlip ,william woods college . 
president . rev. joseph d. harrington ,carroll college 
president . dr. e milton grassell ,college of great falls 
president . james hoffman ,dawson college 
president . stanley j. heywood ,eastern montana college se 
; president . dr. lany j. blake ,flathead vly cmty college 
fi president . mr. yernon r. ka iley ,miles community college 
£3. actg president & dean acad aff . kenneth n. mcleod ,
president . dr. carl w. mcintosh r 1a ,: ih montana state university 
president . dr. joseph r. crowley ,northern montana college | 
president . lawrence f. small ,rocky mountain college | 
president . me. robert t. pantrer ,university of montana 
president . dr. james e. short ,western montana college 
president . mr. richard d. winchell ,bellevue college . | 
president . dr. charles h. gausman ,central nebr tech college 
president . edwin c. nelson \ ,chadron state college | 
president . st. m. — costello ,college of saint mary 
president . ww. dehi sonzow ,
president . rev. joseph ,creighton university 
president . dr. eard r. ,dana college 
president . philip he ,doane college 
president . ivan r. simpson ,fairbury junior college 
president . dr. robert w. benton ,grace bible institute 
president . dr. theron b. maxson ,hastings college | 
president . theodore e. dillow ,john f kennedy college | 
v president . dr. milton j. hassel o ,kearney state college ' 
superintendent .| dr. john prasch n ,lincoln technical college de 
president . dr. m. l potter ,mccook college 
president . l d. lund n ,county—dodge * fice code 002553 de 
sident .j vance d. rogers ,lebr wesleyan university 
sident . dr. william j. ptacek ,ebraska western college 
president . dr. wiliam g. hasemt ,bn of students . alr. delbert smith 
presideat . dr. neal s. gon ,peru state college 
president . dr. donald l newp ,platte junior college | | 
president . dr. robert h. brown ,platte vly bible college co 
sw. ted. ,u of nebraska cen office 
chancellor . cecil l wittson ,
interim chancellor . dr. james v. blackwell ,*j of nebraska at omaha al 
president . dr. william a. brandenburg ,wayne state college 
president . dale r. larsen ,yerk college 
president . dr. friedrich von brincken i ,sierra nevada college 
president . dr. roman j. zorn ,u of nevada system office | 
president . . dr. a edd miller ,*u of nevada menc cr 
executive vice president . dr. r. s. nic! ,(*enroliment dats for fall 1971) 
executive vice president . mr. elmer l ,*elko community college : 
: exccutive vice president . w loon von ,*westem nev cmty college* 
president . dr. william k widger j. ,| : belknap college ee 
president . dr. charles s. cummings n ,canaan college 
president . everett m. woodman ,colby jr college women sil 
president . mr. leon botstein ,franconia college 
president . r. frank s. dipietro ,franklin pierce college | 
president . sr. mary v. fulham ,mount saint mary college 
president . . dr. kenneth f. mclaughlin | ,
irector . gen. harrison r. thyng 3 ,new eng aeronautical inst 
president . jere a. chase e ,new england college ho 
directar . dr. george m. ,new hampshire college 
president . sr. jeannette ! ,| notre dame college 
: president . sr. gloria a. l ,: rivier college 
president . rev. placidus h. riley ,saint anselm’s college 
president . leo f. redfern ,u of nh system office 
president . harold e. hyde ,*u nh plymouth st college 
president . dr. faith preston ,white pines college 
presideant . lary l ,alma white college | | 
dean & president of faculties . rabbi shneur ,
president . dr. merle f. allst ,bloomfield college 
president . r. envin l harla ,
aresident . dr. n. dean evans ,burlington county college 
president . .j sr. anne john ,caldwell college 
president . dr. otto r. mauke ,camden county college 
president . . dr. edward w. seay ,centenary college women | 
00000000 ,c med & dent of nj newark 
pres [1] 00001001008080140002001000000000038000000000000 00 008000000000 0000¢ 12] sr. maloney ,
president . dr. sherman h lle sten ,county college of morris 
president o00 000000 . wdr. william j sample ,cumberland county college 
president 200019000002000200000000 000000000000098000000¢900906 000000000000006000m0 9800090190086 00090559000600 ,don bosco college 
presidnt . sr. m. madeleine crotty ,drew university . | 
president . mr. j. harry smith ,essex county college 
president . dr. j. osbora fuller ,fairleigh dcksn u cen off 
dean of the college . dr. raymond g c. lewin ,*farigh delan u edw wms c h 
campus provost . dr. james v. griffo ,*farigh dchsn madison cam 
campus provost . dr. samuel beiber ,*farlgh dcksn teaneck cam | 
president . st. justitia m. lawniczak ,felician college : 
president . st. m. stephanie sloyan ,georgian court college 
pre sident . dr. mark m. cham berd ain ,glassboro state college 
president . dr. william l. apetz ,gloucester county college 
rector . msgr. william e. hogan ,
president . james h. mullen ,jersey city state college 
director . mrs. helen m. cole ,
president . rev. ). philip worthington ,luther college 
president . dr. richard k. greenfield ,mercer co cmty college 
president . frank m. chambers ,middlesex county college 
president .| dr. richard j. stonesifer ,monmouth college | 
president . dr. nathan weiss ,ontclair state college 
interim president . lester j. kuyper ,new brunswick theol sem 
president . r. charles w. anderson ,nthestn col bible inst 
president . dr. andrew s. moreland ,ocean county college 
president . mr. george t. potter ,ssaic co cmty college” : 
president . mr. richard e. bjork ,{*enrollment data for fall 1971) 
president . dr. frank n. elliott ,rider college 
dean college south jersey . dr. james e. young ,rutgers the st u cen off 
vice president . mr. malcolm talbott ,*rutgers u newark campus 
president . dr. edward j. blou stein ,*rutgers u new brunswick 
president . v rev justinian manning dea ,uni 
president . rev. victor r. yanitelli a ,saint peters college so 
president . mother ida grasso dire ,salesian college p 
acting president . rev. thomas g. fay pres ,seton hall university . . wv 
president . dr. clayton r. brower ,elephone (201) 526-1200 | * coed 4 
president . dr. kenneth w. iversen ,county - union fice code 002643 
president . dr. carl g. fiellman ,upsala college 
president . dr. ray e. robinson ,westminster choir college 
president . . james karge olsen ,william paterson college 
president . bro. cyprian luke ,college of santa fe h 
president . charles w. meister ,eastern nm u central off 
08 president for finance . col. j. e. connor ,*eastern nm u roswell cam 
president . dr. gerald w. thomas ,m inst of mining & techn 
president . dr. gerald w. thomas ,nm state u central office 
director . marvin d. rohovec ,*nm state u alamogordo 
director . mr. paul h. johnson ,*nm state u carlsbad 
director . dr. carl 0. westbrook ,*nm state u grants branch ‘ 
director . dr. william c. witter ,*nm state u san juan 
resident . mr. francis a. kieinhenz ,university of albuquerque 
president . john h. ,u of nm central office 
president . dr. leland miles ,western nm university 
president . dr. leland miles ,alfred u central office 
pean . dr. edward e. mueller | ,*ny st c ceramics alfred u 
president . john h. near ( ,
president . reamer kine ,bard college 
president . rabbi moshe horovitz ,
resident . donald a. eldridge ,bennett college 
xocutive vice president . . rabbi srael garber ,beth jacob hebrew tchrs c | 
administration officer . rabbi naftali halberstam ,
p.sident . dr. thomas e. baker ,briarcliff college 
president . leonard p. moore ,
asst to pres for develc pment . rev. p. b. caroll ,canisius college 
: president . dr. john w. kneller ,puchin theological sem 
president . rabbi israel jacobson ,
page break ,city u of ny system off 
president . robert e. marshak ,*cuny city college 
president . dr. mina s. rees ,*cuny graduate division 
president . mrs. jacqueline g. wexler ,*cuny hunter college 
president . donald h. riddle ,*cuny john jay € crim just 
president . dr. leonard lief ,*cuny lehman college 
president . dr. richard d. trent ,(*enrolmest date for fall 1971) 
president and dean . george james ,*cuny richmond college : 
highest offaring - beyond master s less than dr ,*cuny queens. college 
president . herbert schueler ,
president . milton g. bassin ,v *cuny york college 
president . . john w. graham jr. ,clarkson college of techn 
president . dr. arthur r. mckay ,chrmn exec comm sch of meme . robert b. shaw 
president . thomas a. badlett ,colgate university 
president . mrs. audrey c. cohen ,college for human services 
president . dr. a. leslie leonard ,college of insurance 
president . s mary david barry ,college of mt snt vincent 
president . dr. joseph p. mcmurray dean ,college of new rochelle direc 
president . dr. affonse r. miele dean ,college of saint rose on 
president . dr. william j. mcgill *co ,columbia u central off *col 
president . dr. john h. fischer ,jumbia u bamard c 4 
president . albert e. meyer ,concordia college 
president . john f. white ,cooper union 
president . dale r. corson ,comell u central office | 
director resident instnicton . . herbert everett ,*ny state c agric life sci | 
bean . david c. knapp ,*ny state c human ecology 
bean . robert b. mckerst: ,*ny st sch indus labor rel 
dean . george c. poppensiek ,*ny state vet college 
president . sr. natalie casey ,dominican c of blauveit 
president . dr. allyn p. robinson ,dowling college 
president . sr. mary charlotte barton ,d'youville college 
president . john rosenkrans ,eisenhower college 
president . st. eileen farley ; ,elizabeth seton college 
president . dr. j. ralph murray ,elmira college | ! 
president . dr. rodney 0. felder ,
president . rev. michael p. walsh ,fordham university 
president . vacant ,friends world college 
dean . v rev samuel j. wylie i ,general theological sem h 
president . rt rev jonathan g. sherman i ,geo mercer jr mem sch theo 
president . dr. charles e. ford | ,good counsel college i 
president . wir. john w. chandier 3 ,hamilton college | 
president . sr. mary agnes ,harriman college 
president . r. adolph g. anderson ,hartwick college 
president . sr. mary edwina boge! ,hilbert college ) 
president . . dr. allan a. kuusisto ,hobart-wm smith colleges 
president . ds. stephen w. paine ,hofstra university 
president . father primo pist ,
president . . bro. john g. dr ,county - westchester fice code of 
president . ellis l. phill ,ithaca college 
president . rabbi bernard mandelb: ,jewish theol sem america 
president . peter mennin ,
president . dr. g. wayne glick ,ny zweuka college | 
president . dr. robert a. cook ,ait king’s college 
president . dr. samuel f. babbitt ,
president . msgr. francis j. breidenbach ,ladycliff college | 
president . rev. james f. kelly ,la salette seminary 
president . w rev william l reilly ,le moyne college 
president . wilr. robert l. payton ,
president . me. alexander aldrich : ,long ls u central office i 
president . dr. edward c. glan. ,long is u cw post canter 
president . dr. harold baum garter ,m j lewi c of podiatry 
president . bro. gregory nuger ,manhattan college 
president . george schick ,
president . elizabeth j. mccormack , manhattanville college 
president . hubert doris ,mannes college of music | 
"| president . sr. m, berchmans mahoney ",| . maria college of albany : 
president . st. mary rosa ,maria regina college 
president . linus r. fi ,marist college 
president . rev. thomas h. keef ,maryknoll seminary 
34 president . dr. john j. meng ,marymount college 
qopresident . sr. colette mahoney ,
’ president . mother m. im ma culata ,mater dei college 
h president . sr. alice huber ,n medaille college 
president . mrs. helen w. coogan contr ,t awilercy college 
president . rabbi mordechai weinberg director ,
telephone (212) 964-2830 . allen presiden ,
president and dean faculties . rabbi moses feinstein librariar ,
president . sr. helen malone a ,college of ed p 
: president . john r. everett libr ,
3 president . dr. alexander schure ,ny inst techn cen office a 
president . dr. john v. thornton ,y inst techn ny cty cam 
president . dr. george w. webber din ,w york medical college . 
president . james m. hester ded ,new york university 
. president . v rev kenneth f. slattery fina ,niagara u central office 
preparatory; professional asst to pres an: ,liog u our lady angel sem 
executive vice president . dr. jack s. schiff registrar . ,
highest dffering—2 but less than 4 years acting president ,packer collegiate inst enters (2 
president . john f. skillman j. rein admin ,
president . dr. john r. everett en. ,parsons school of design pean of resear 
director of placement . miss elinor morris president . ,
president . father victor j. hoagland dir administrati ,
president . mr. irving m. bu nim ,
president . hiabbi isaac hutner ,
executive vice president . rabbi a. ehrenfeld ,
president . hoseph s. shaw ,rab c of kamenitz yeshiva 
esident . . rabbi a. h. leibowitz 3 ,labbinical sem of america 
esident . rabbi israel gustman ,
esident . w.l baler f ,ca institutes ; 
e president and provost . dr. clayton ©. dohrenwend ,ensselaer poly institute . 0 
dean . frederick j. murphy ,*russell sage jc of albany 
recom . v rev joseph p. brennan ,saint bernards seminary 
president . v rev reginald a. redlon ,saint bonaventure u 
président . bro. donald sullivan ,saint francis college 
president . rev. charles j. lavery ,saint john fisher college 
president . v rev joseph t. cahill ,saint john's university 
rector . rev. james f. chambers ,
president . sr. george a. 0connor ,saint joseph's college 
president . msgr. edward j. montano ,snt josephs sem & college 
president . rev. matthew t. con ,saint lawrence university sshhha 
president . dr. joseph c. palamountain ,skidmore college 
16 president . louis t. benezet ,3 (*for additional suny listings see also alfred university and cornell university) 
18 president . vacant ,14 *suny state u binghamton 
president . dr. robert l. ketter ,*suny st u bflo main cam 
vice pres for health sciences . dr. clyde l. randall ,*suny health sci ctr bflo 
resident . . dr. john s. toll ,*suny st u stony bk main 
president . dr. lewis w. bluem e ,ny downstate med! ctr 
president . . . dr albert w. brr ,*suny college at brockport 
president . dr. elbert k fret ,*suny college at buffalo | 
37 president . dr. richard c. jones ,wy *suny college at cortiond . 
president . dr. robert w. macvittie ,
acing vice chancellor . dr. harold delaney ,*suny c herkmer-rome-utica 
president . dr. john j. reumaler ,*suny college at new paltz 
president . dohin d. maguire ,*suny college old westbury | lo 
e pres for academic affairs . dr. carey w. brush ,
8 pres academic affais . dr. j. sherwood dunham ,uny college at oswego 
president . dr. thomas m. barringtc ,uny college plattsburgh | 
president . dr. abbott mepl ,*suny college at purchase . 
president . dr. edward e. palmer ,*suny college of forestry 
president . r adm edward j. o'donnell ,*suny maritime college 
president 000000083505 000 04013085080. secu t 6003300000: p9111 0080000000009050000 00600000000000 . untington ,*suny agrl & tech c alfred ot 
vice president . mr. glenn e. wright ,*suny agr & tech c canton 
president . . dr. walton a. brown ,*suny agr tech c cobleskl he 
president . dr. william r kunsela ,*suny agrl & tech c delhi . . 
president . m roynl. whipple ,*suny agrl tech c farmngsdl 
resident . dr. charles r. eisenhart ,adirondack cmity college | ) 
president . albert t. skinner ,*avbum community college 
president . . edgar d. draper ,*boro of manhattan cc 
president . dr. james a. colston ,*bronx community college 
president . mr. cecil c. tyrrell ,h *broome community college sce 
president . dr. alfred light ,*clinton community college 
president . mr. edward j. owen ,*columbia-greene cc 
president . . . . vacant ,*cmty college finger lakes b 
president . dr. robert w. frederick jr. ,*coming community college 
president . dr. james f. hall ,*dutchess cmty college 
president . james e. shenton ,*erie community college 
president . mr. robert mclaughlin ,rion inst technology : . 
acting president . mr. edward aponte ,*hostoa community college 
president . mr. james j. fitzgibbons ,*hudson vly cmty college 
president . dr. roger c seager ,*jamestown cmty college | 
president . hjames e. mcvean ,efferson cmty college 
president . me. loon m. goldstein ,*kingsborough cmty college 
president . dr. un shen her ,(*enroliment data for fali 1971) 
president . dr. w. stewart tosh ,*mohawk vly cmty college 
president . dr. leroy v. good ,mo' oe community college 
president . dr. george f. chambers ,*nassau community college 
president . dr. robert t. novak ,*new york cty ciaty college : 
. president . . dr. kurt r. schmeller ,*queensborough community c 
president . . seymour eskow ,| *rockland cmty college 
president . ms. robert d. larsson ,*schenectady county cc | 
president . dr. william m. birenbaum ,*staten is cmty college 
president . albert m. ammerman ,*suffolk co cmty college . 
president . . dr. richard grego ,*sullivon co cmty college 
president . mr. hushang bahar ,*tompkins-cortland cc 
president . dr. george b. erbstein ,*ulater co cmty college 
president . dr. joseph n. hankin ,*weatchester cmty college . 
hancellor ana president . dr. melvin a. eggers ,syracuse u central office eer 
resident . mr. ambrose j de flumere ,syracuse u utica college | 
president . dr. bernard lander ,
president . sr mary carmina coppola ,trocaire college 
president . harold c. martin ,union college | 
! president . john b. mosley ,union theological sem 
president . mr. robert . sproull ,university of rochester 
resident . dr. alan simpson ,vassar college | 
resident . sr mary pachomia ,villa maria college bflo | 
president . msgr. floyd j. brown ,wadhams hall sem college 
president . dr. arthur 0. davidson ,wagner college 
president . r adm wiliam a. binchett ,webb inst of naval arch | 
president . john d. wiison a ,wells college | 
treasurer . rev william j. mulcahy ,woodstock college 
exacutive director . l. jorl whiss ,yesh beth skearm rab inst 
president . .dw. samuel belkin ,yeshiva university 
president . dr. herbert w. wey ,appalachian st university 
president . mr. thomas w. simpson be ,ashevl buncombe tech inst din 
president . dr. arthur d. wenger dire ,
beim president . dr. william c. brown ,arber-scotia college 
president . dr. tsaac h. miller jr. ,paufort co tech inst 
president . dr. william d. killian ,lment abbey college 
: president . . . dr.h. edwin bean ,brevard college 
president . malcolm j. mcleod 3 ,cape fear technical inst 3 
president . r. homey mcge ,
president . dr. martin l. shotzberge ,catawba college 
president . mr. robert e. pa ,catawba valley tech inst 
president . m.r. hockaday ,cen carolina tech inst | 
y president . dr. richard h. hagemeyer i ,cen piedmont cmty college cl 
] president . dr. bruce e. whitaker ,chowan college 
president . dr. samuel b. petteway ,college of the albemarle . 
president . dr. samuel r. spencer jr. ,craven technical inst oo 
president . grady e. love ,davidson co cmty college 
president . terry sanford ,duke university 
irector . edmond w. lim ,dir undergraduate admissions . robert h. ballantyne 
director . . marion p. syl ,*e carolina u cherry point 
president . . dr. marion d. thor ,elizabeth city state u 
president . j. earl daniel ,elon college e 
president . dr. charles lyons j. i ,fayettevl st university | hr: 
president . mr. howard e. boudreau ,fayetteville tech inst | 
president . dr. harkey p. atfeldt i ,forsyth technical inst 
president . e eugene poston ,gardner-webb college w 
president . woodrow b. sugg ,gaston college 
president . dr. david g. mobberley ,greensboro college . 
executive dean . jerry h. godard ,guilford college | 
president . dr. luther r. medlin : ,guilford technical inst | oo 
president . mr. martin c. nix { ,haywood technical inst | 
president . . dr. wendell m. patton 4 ,high point college : 
president . fred j. eason 3 ,isothermal cmty college : 
dean of students . alfred wells presid ,james sprunt institute busine 
president . dr. lionel h. newsom enr ,johnsn c smith university dean 
director of student affairs . mr. george van allen presid ,king’s college direct: 
president . larnie g. horton 70} ,kittrell college busine 
president . dr. f. george shipman te ,-mcrae college 
president . dr. coc w. robbins hi ,louisburg college od 
president . dr. fred b. bentley presi ,mars hill college dir 
presidet . dr. e. m. hunt presi ,martin technical inst . m. 
president . dr. william b. raper ,thodist college i 
president . dr. lewis c. dowdy ,nc agri & tech state u 
president . 00603 p6006d50000006600060 00000 6000000 dr. albert n. whiting ,nc central university 
president . robert ward i ,nc school of the arts 
president . thomas a. collins ,nc wesleyan college 
president . dr. s. david frazier ,peace college 
president . dr. english e. jones ,pembroke state university 
president .j douglas r. sasser ,pfeiffer college 
president . rev. donald k. drake ,piedmont bible college . 
president . dv. wiliam e. fulford jr. ,pitt technical institute . ew 
esident . dr. john e. smylie ,uaens college 
brine . ne. morton h. branson ,andolph technical inst | 
president . mr. c. memill hamilt ,ichmond technical inst 
president . sr. mary steph ,sacred heart college 
president . . dr. donald j. ha ,snt andrews presb college 
president . prezei r. robins: ,saint augustines college lo 
th president . dr. frank w. pisani ,h saint mary's jr college 
de president . . dale h. gramley ,or salem college 
president . dr. james a. hargraves so ,4 sandhills cmty college ne 
president . dr. olin t. binkley pre: ,sthestn baptist theol sem : 
president . dr. w. thomas cottingham reg ,southeastern cmty college 
; hpresident . mr. edward e. bryson ( ,: southwestern tech inst | re 
chancellor . john t. calc ,uthwood college 
director . miltard p. ,*nc state u fort bragg br 
chancellor . . dr. william e. highs ,*u of nc at asheville 
phar. pt. sw. ted. ,*u of nc at chapel hill . 
chancellor . dr. dean w. colvard ,*u of nc at charlotte 
chancellor . dr. jaines s. farguson ,*u of nc at greensboro | . 
chancellor .j william h. wagoner ,*u of nc at wilmington 
president . mr. robert w. lemay jr. ,w w holding tech inst 
president . dr. james r. scales ,wake forest university 
dean of the college . wilr. h.d ,rren wilson college 3 
president . . . . . dr. howard e. th ,wilkes community college 
dean of instruction . hufuss ,wilson co technical inst 
president . wdbudd e ,county - union fice code 
president . . .dr. kenneth r. williams ,winston-salem state u 
assistant president . dh. r. schimmelpfennig ,bismarck junior college 
"mfiliation - presbyterian, u.s. ",dickinson state college 
president . dr. roy joe stuckey ,jamestown college 
president . merril a. berg ,lake region jr college 
president . . dr. harold j. miller ,mary college 
president . os. thomas s. jenkins ,mayville state college : 
president . ds. gordon b. olson ,mino? state college 
president . os. clair t. blikre : ,nd state school science . 
president . x laure d. loftsgard ,nd state u central office co 
bean . -robert e. johnson di ,*nd state u bottineau br 
president . dr. laud o. vaught pr ,northwest bible college 
president . mr. thomas j. cliforg ,u of nd central office 
bbn . -garvin l stevens ,u of nd williston branch 
esident . br. howard rose ,alley city state college 
president . james p. dixon ,llen county tech inst 
president . james p. dixon ,*antioch college main cam 
dean . mr. stephen b. plumer ,*antioch c wash balt cam 
director . philip r. adams ,art academy of cincinnati 
president . dr. glenn l clayton ,ashland college 
president . dr. robert s. krel ,henaeum of ohio 
president . rev. robert c. we ,borromeo seminary of ohio 
president . dr. hollis a. moc ,bowling grn st u cen off 
dean . james h. mcbride ,*bowling gm st u firelds 
president . thomas h. langevin ,capital university 
acting president . louis a. tot ,case western reserve u 
president . . james t. jeremiah ,cedarville college pr 
president . dr. lewis a. jackson ,central state university bl 
president . mr. harvey c. bream jr. de ,cincinnati bible seminary 
c8 president . mr. frederick b. schlimm ,cincinnati tech institute h . 
esident . richard 0. brinkman ,lark co technical inst | 
rector . . joseph mccullough ,leveland inst of art 
ector . dr. victor babin ,jeveland inst of music 
p pres for academic alairs . - etbert c. corben ,leveland st university | 
president . sr. ade ,
president . v rev kevin r. keel ,college of steubenville 
director . alahonri s. young ,college of wooster 
presidet . dr. clinton e. tatsch ,columbus technical inst 
campus president . dr. donald h. smith ,*cuyohoga cc metro com 
campus president . dr. bernard j. silk ,*cuyahoga cc western cam 
president . ruth l. davis ,davis junior college 
president . dr. w. noel johnston ,defiance college 
dean of the college . . willllliam j. mcbride ,ison university 
president . mr. max covert ,four counly tech inst 
: president . dr. loseph f. frasch ,franklin university 
rb president . alfred gottschalk ,} hebrew union c cen office 
bean . dr. lewis barth ,*hebrew union c cal branch 
bean . dr. paul steinberg ,*hebrew union c ny branch 
president . . hslie h. fishel jr. ,heidelberg college 
president . dr. elmer jagow ,hiram college | 
president . dr. fred s. roble ,a ru text provided by eric 
president . rev. he.y f. birkenhauer ,john carroll university 
presidant . dr. robert i. white ,kent state u cen office 
birector . paul a. reichert ,*kent st ashtcbula reg cam 
director . richard q. king ,*kent st e liverpl reg cam 
director . thomas n. cox ,*kent 5t u salem reg cam 
director . jack d. morehart ,*kent st stark co reg cam 
director . dr. charles b. wiland ,*kent st trumbull reg cam 
birector . francis e hazard ,*kent st tuscaraws reg cam . 
president . william g. caples ,kenyon college 
president . dr. marlowe h. schaffner ,
president . dr. paul weaver ,lake erie college 
president . dr. wayne l. rodehorst ,lakeland cmty college 
president . omar olson ,lorain co cmty college 
president . sr. mary remigia kostick ,lourdes junior college 
president . dr. everett l. cattell ,malone college 
president . dr. frank e. duddy jr. ,marietta college 
president . sr. rose margaret dost al ,mary manse college 
president . dr. glidden l. brooks ,medl college ohio-toledo 
president . dr. john w. dickh aut ,methodist theol sch ohio 
president . dlhuarles p. harhotti ,miami jacobs jc business 
president . dr. phillip r. shriver ,miami university cen off 
directar . dr. bernard phelps ,*miomi u hamilton branch 
ltr ge s21i7 jrome w pat pun 1% sipeea ,‘miami u middletown branch : 
president . dv. ronald g. ,mount union college 
president . dr. stephen w. ,
president . mr. walker hu ,county— muskingum fice code of 
. president . dv. william p. | ,muskingum college 
president . mr. henry r. fallerius ,north cen tech college 
president . sr. mary luke ,notre dame college 
president . dr. robert w. fuller ,oberlin college 
acting president and dean . dr. abe rubin ,
president . sr. m. suzanne uhrhane c ,
president . . dr. samuel l. meyer . ,ohio northern university . : 
lice pres adminv operations . edward q. moulton ,‘ohio state u main campus 
rector . james s. biddle ,ohio state u lima br : 
director . dr. james e ,ohio state u mansfield br 
director . carl e. m. ,*ohlo state u marion br 
director . robert a. ¢ ,*ohio state u newark br 
president . dr. claude ,ohio technical college 
president . dr. claude | ,county—athens fice code of 
coed birector . eidred r. bovenirer ,*ohlec u belmont co branch 
st. 12 director . edwin h. badger ,tghile u chilllicothe br 
birector . l. wellman bowman ,we. *ohio konton branch 
so dimctor . lowell leclair ,*ohio u lancoster branch 
ve direcr . henry von moltke ,*ohio u portsmouth branch 
directar . roy e. gillespie ,nson *ohio u zanesville brench 
president . dr. thomas e. wen slau ,ohio wesleyan university 
president . dr. thomas j. kerr iv ,otterbein college 
president . dr. jacob h. see ,penta county tech inst 
president . msgr. thomas p. campbell ,
pean . rabbi mordecai gifter ,rabbinical college telshe 
president . dr. alphus r. christensen ,rio grande college 
president . . ht rev lawrence p. cahill ,snt john college cleveld . 
rector .|j msgr. michae! j. murphy ,saint mary seminary 
dean . w. jack grosse ,salmon p chase c of law 
director . thom as c. colt ,schoo! of dayton art inst 
president . frank c. taylor ,{*enrolment data for fall 1971) 
president . marvin c. knudson ,sinclair cmty college 
resident . mr. richard c. pfeitfer ,iffin university 
resident . mr. john j. light ,ri-county technical inst 
essident . john r. knecht ,jnited theological sem 
ce pres for ac adernic affais . vacant ,jniversity of akron 
president . dr. warren g. bennis ,*u of cincinnati main cam 
president . rev. raymond a. roesch | ,university of dayton : 
president . dr. william s. carson ,university of toledo : 
president . dr. paul zehner prog ,urbana college recy 
accreditation—n. j preside ,ursuline college wit 
